,session_no,Member_name,Days_attended,question_count
6459,225Part2,smriti zubin irani,  10,48.0
6460,225Part2,bharatsinh prabhatsinh parmar,  16,32.0
6461,225Part2,aayanur manjunatha, 15,
6462,225Part2,tarun vijay, 20,26.0
6463,225Part2,jai prakash narayan singh, 21,27.0
6464,225Part2,natuji halaji thakor,  16,33.0
6465,225Part2,bhupender yadav,  21,13.0
6466,225Part2,gyan prakash pilania,  21,45.0
6467,225Part2,shankarbhai n. vegad,  21,
6468,225Part2,mansukh mandaviya,  16,
6469,225Part2,basawaraj patil, 20,3.0
6470,225Part2,,,
6471,215,ghulam nabi azad,  7,
6472,215,farooq abdullah,  3,
6473,215,mohammad shafi,  6,
6474,215,saif-ud-din soz,  M,
6475,215,manmohan singh,  PM,
6476,215,vayalar ravi,  M,
6477,215,ambika soni,  M,
6478,215,v. narayanasamy, M,
6479,215,anand sharma,  M,
6480,215,murli deora,  M,
6481,215,santosh bagrodia,  M,
6482,215,mohsina kidwai, 9,
6483,215,rishang keishing,  10,
6484,215,r.k. dhawan,  9,
6485,215,janardan dwivedi,  10,
6486,215,thennala g. balakrishna pillai,  10,
6487,215,rajeev shukla,  4,
6488,215,jai parkash aggarwal,  10,
6489,215,prabha thakur,  7,
6490,215,viplove thakur,  7,
6491,215,alka balram kshatriya,  8,
6492,215,sushila tiriya,  8,
6493,215,praveen rashtrapal,  7,
6494,215,silvius condpan,  10,
6495,215,dharam pal sabharwal,  10,
6496,215,arjun singh,  M,
6497,215,a.k. antony,  M,
6498,215,hans raj bhardwaj,  M,
6499,215,karan singh,  10,
6500,215,prithviraj chavan,  M,
6501,215,anbumani ramadoss,  M,
6502,215,sushilkumar sambhajirao shinde,  M,
6503,215,ahmed patel,  9,
6504,215,p.j. kurien,  9,
6505,215,oscar fernandes, M,
6506,215,jairam ramesh, M,
6507,215,ashwani kumar,  M,
6508,215,g.k. vasan,  M,
6509,215,jayanthi natarajan,  4,
6510,215,s.m. krishna, 8,
6511,215,bhubaneswar kalita,  9,
6512,215,mabel rebello, 8,
6513,215,satish sharma,  10,
6514,215,dasari narayana rao,  1,
6515,215,t. subbarami reddy,  7,
6516,215,satyavrat chaturvedi,  9,
6517,215,nandi yellaiah,  8,
6518,215,rama chandra khuntia,  8,
6519,215,raashid alvi,  10,
6520,215,v. hanumantha rao,  6,
6521,215,b.k. hariprasad, 7,
6522,215,g. sanjeeva reddy,  6,
6523,215,b. s. gnanadesikan,  8,
6524,215,ram prakash,  10,
6525,215,k. keshava rao,  8,
6526,215,mukut mithi,  7,
6527,215,shantaram naik, 10,
6528,215,abhishek manu singhvi,  7,
6529,215,e.m. sudarsana natchiappan,  10,
6530,215,vijay jawaharlal darda,  6,
6531,215,arjun kumar sengupta,  7,
6532,215,t. ratna bai,  10,
6533,215,k.v.p. ramachandra rao,  3,
6534,215,anil h. lad, 5,
6535,215,ishwar singh,  10,
6536,215,mohd. ali khan,  9,
6537,215,radhakant nayak,  9,
6538,215,gireesh kumar sanghi,  7,
6539,215,jesudasu seelam,  8,
6540,215,sabir ali,  7,
6541,215,abdul wahab,  4,
6542,215,shivraj vishwanath patil,  10,
6543,215,motilal vora, 10,
6544,215,praful patel,  M,
6545,215,sitaram yechury,  10,
6546,215,m.s. gill,  M,
6547,215,prem chand gupta,  M,
6548,215,tariq anwar,  8,
6549,215,ram jethmalani,  3,
6550,215,prasanta chatterjee,  10,
6551,215,supriya sule,  4,
6552,215,jabir husain,  10,
6553,215,a. vijayaraghavan,  1,
6554,215,shyamal chakraborty,  8,
6555,215,mahendra prasad,  10,
6556,215,rajniti prasad,  10,
6557,215,subhash prasad yadav,  7,
6558,215,yogendra p. trivedi,  6,
6559,215,moinul hassan,  7,
6560,215,tarini kanta roy,  8,
6561,215,penumalli madhu,  10,
6562,215,matilal sarkar,  10,
6563,215,c. rangarajan,10,
6564,215,shobhana bhartia,7,
6565,215,k. kasturirangan,8,
6566,215,chandan mitra,  5,
6567,215,m.s. swaminathan,7,
6568,215,() kapila vatsyayan,10,
6569,215,bimal jalan,10,
6570,215,sardar tarlochan singh,  10,
6571,215,janardhan waghmare,  10,
6572,215,vasanthi stanley,  10,
6573,215,kanimozhi,  5,
6574,215,syed azeez pasha,  10,
6575,215,m.a.m. ramaswamy, 2,
6576,215,rajaram,  5,
6577,215,barun mukherji,  10,
6578,215,tapan kumar sen,  10,
6579,215,p.r. rajan,  8,
6580,215,ahmad saeed malihabadi,  10,
6581,215,mohammed adeeb,  10,
6582,215,o.t. lepcha,  10,
6583,215,thomas sangma, 8,
6584,215,a.a. jinnah,  8,
6585,215,k.e. ismail,  6,
6586,215,r.c. singh,  9,
6587,215,amir alam khan,  6,
6588,215,nand kishore yadav,  9,
6589,215,avtar singh karimpuri,  9,
6590,215,saman pathak,  9,
6591,215,janeshwar mishra,  4,
6592,215,satish chandra misra,  7,
6593,215,v. maitreyan,  9,
6594,215,sharad yadav,  7,
6595,215,brinda karat,  9,
6596,215,amar singh,  2,
6597,215,ram gopal yadav,  5,
6598,215,k. malaisamy,  10,
6599,215,mahendra sahni,  7,
6600,215,mohammed amin,  9,
6601,215,d. raja,  10,
6602,215,jaya bachchan,  6,
6603,215,akhilesh das gupta,  1,
6604,215,digvijay singh, 7,
6605,215,t.k. rangarajan,  6,
6606,215,virendra bhatia,  3,
6607,215,mahendra mohan,  8,
6608,215,brajesh pathak,  8,
6609,215,veer singh,  3,
6610,215,raj mohinder singh majitha,  7,
6611,215,sanjay raut,  6,
6612,215,abani roy,  10,
6613,215,k. chandran pillai,  9,
6614,215,brijlal khabri,  4,
6615,215,banwari lal kanchhal,  8,
6616,215,b.b. tiwari,  9,
6617,215,ajay singh chautala,  2,
6618,215,ambeth rajan,  10,
6619,215,rahul bajaj,  8,
6620,215,ram narayan sahu,  4,
6621,215,bhagwati singh,  8,
6622,215,kamal akhtar,  6,
6623,215,m. rajasekara murthy, 10,
6624,215,rajeev chandrasekhar, 9,
6625,215,sharad anantrao joshi,  8,
6626,215,m.v. mysura reddy,  10,
6627,215,n.r. govindarajar,  7,
6628,215,t.t.v. dhinakaran,  2,
6629,215,mahmood a. madani,  4,
6630,215,veer pal singh yadav,  10,
6631,215,munquad ali,  4,
6632,215,balihari babu,  8,
6633,215,ali anwar ansari,  10,
6634,215,parimal nathwani,  4,
6635,215,biswajit daimary,  8,
6636,215,mukul roy,  3,
6637,215,swapan sadhan bose,  2,
6638,215,mangala kisan,  10,
6639,215,renubala pradhan,  4,
6640,215,manohar joshi,  8,
6641,215,m. venkaiah naidu,  6,
6642,215,murli manohar joshi,  5,
6643,215,sushma swaraj,  9,
6644,215,b. j. panda,  4,
6645,215,shanta kumar,  8,
6646,215,arun jaitley,  7,
6647,215,yashwant sinha, 7,
6648,215,arun shourie,  8,
6649,215,a. elavarasan,  10,
6650,215,ravi shankar prasad,  7,
6651,215,balavant alias bal apte,  9,
6652,215,vikram verma,  9,
6653,215,vinay katiyar,  7,
6654,215,kalraj mishra,  8,
6655,215,birendra prasad baishya,  10,
6656,215,s. anbalagan,  9,
6657,215,n. balaganga,  8,
6658,215,pyarelal khandelwal,  10,
6659,215,lalit kishore chaturvedi,  10,
6660,215,balbir punj,  9,
6661,215,maya singh,  6,
6662,215,rajkumar dhoot,  7,
6663,215,shivanand tiwari,  10,
6664,215,ejaz ali,  10,
6665,215,su. thirunavukkarasar,  7,
6666,215,parshottam rupala,  1,
6667,215,shivpratap singh, 9,
6668,215,vijaykumar rupani,  3,
6669,215,n. k. singh,  5,
6670,215,varinder singh bajwa,  9,
6671,215,lalhming liana,  10,
6672,215,surendra motilal patel,  6,
6673,215,dara singh,10,
6674,215,narayan singh manaklao,8,
6675,215,anusuiya uikey,  7,
6676,215,krishan lal balmiki,  8,
6677,215,rudra narayan pany,  5,
6678,215,kumar deepak das,  10,
6679,215,khekiho zhimomi,  4,
6680,215,naresh gujral,  10,
6681,215,bharatkumar raut,  9,
6682,215,narendra singh tomer,  4,
6683,215,kusum rai,  6,
6684,215,raghunandan sharma,  9,
6685,215,bhagirathi majhi,  9,
6686,215,jaswant singh,  LOP,
6687,215,k. rahman khan, HDC,
6688,215,s.s. ahluwalia, 10,
6689,215,najma a. heptulla,  7,
6690,215,bhagat singh koshyari, 9,
6691,215,ramdas agarwal,  6,
6692,215,c.p. thakur,  6,
6693,215,rajiv pratap rudy,  8,
6694,215,om prakash mathur,  8,
6695,215,m. rama jois, 10,
6696,215,hema malini, 3,
6697,215,k.b. shanappa, 9,
6698,215,prakash javadekar,  8,
6699,215,prabhat jha,  9,
6700,215,suryakantbhai acharya,  9,
6701,215,shreegopal vyas, 10,
6702,215,kanjibhai patel,  8,
6703,215,narayan singh kesari,  10,
6704,215,gyan prakash pilania,  8,
6705,215,jai prakash narayan singh, 7,
6706,215,natuji halaji thakor,  3,
6707,215,bharatsinh prabhatsinh parmar,  3,
6708,215,,,
6709,240,arun jaitley,  M,
6710,240,manohar parrikar,  M,
6711,240,mukhtar abbas naqvi, M,
6712,240,nirmala sitharaman, M,
6713,240,dharmendra pradhan,  M,
6714,240,anil madhav dave,  M,
6715,240,vinay katiyar,  20,
6716,240,prabhat jha,  19,55.0
6717,240,mansukh mandaviya,  M,
6718,240,parshottam rupala,  M,
6719,240,prabhakar kore, 17,12.0
6720,240,meghraj jain,  20,40.0
6721,240,om prakash mathur,  19,
6722,240,ram narain dudi,  20,30.0
6723,240,chunibhai kanjibhai gohel,  20,10.0
6724,240,mahant shambhuprasadji tundiya,  17,
6725,240,lal sinh vadodia,  20,62.0
6726,240,ranvijay singh judev, 20,10.0
6727,240,ramkumar verma,  20,
6728,240,ram vichar netam, 20,24.0
6729,240,mahesh poddar, 20,10.0
6730,240,shwait malik,  17,4.0
6731,240,m. venkaiah naidu,  M,
6732,240,ravi shankar prasad,  M,
6733,240,thaawarchand gehlot,  M,
6734,240,suresh prabhu,  M,
6735,240,jagat prakash nadda,  M,
6736,240,prakash javadekar,  M,
6737,240,chaudhary birender singh,  M,
6738,240,piyush goyal,  M,
6739,240,smriti zubin irani,  M,
6740,240,vijay goel,  M,
6741,240,m. j. akbar,  M,
6742,240,ramdas athawale,  M,
6743,240,sardar sukhdev singh dhindsa,  17,21.0
6744,240,y. s. chowdary,  M,
6745,240,sanjay raut,  15,37.0
6746,240,najma a. heptulla,  19,
6747,240,c.p. thakur,  18,
6748,240,bhupender yadav,  20,13.0
6749,240,satyanarayan jatiya,  20,24.0
6750,240,sardar balwinder singh bhunder,  19,8.0
6751,240,naresh gujral,  20,11.0
6752,240,rajkumar dhoot,  11,52.0
6753,240,basawaraj patil, 18,
6754,240,dilipbhai pandya,  20,18.0
6755,240,bhushan lal jangde, 19,16.0
6756,240,subramanian swamy,19,9.0
6757,240,ajay sancheti,  15,32.0
6758,240,rajeev chandrasekhar, 16,25.0
6759,240,parimal nathwani,  7,47.0
6760,240,a. k. selvaraj,  20,61.0
6761,240,narayan lal panchariya,  20,34.0
6762,240,rangasayee ramakrishna, 20,
6763,240,shankarbhai n. vegad,  19,
6764,240,gopal narayan singh,  18,
6765,240,vinay p. sahasrabuddhe,  19,7.0
6766,240,anil desai,  18,36.0
6767,240,thota seetharama lakshmi,  17,7.0
6768,240,garikapati mohan rao,  18,
6769,240,sasikala pushpa ramaswamy,  15,
6770,240,r. k. sinha,  13,1.0
6771,240,shamsher singh manhas,  20,
6772,240,amar shankar sable,  20,32.0
6773,240,shiv pratap shukla,  17,4.0
6774,240,vikas mahatme,  20,1.0
6775,240,harshvardhan singh dungarpur,  18,
6776,240,nazir ahmed laway,  10,
6777,240,mir mohammad fayaz,  14,
6778,240,subhash chandra,  6,
6779,240,sanjay dattatraya kakade,  2,
6780,240,hishey lachungpa,  11,29.0
6781,240,a. navaneethakrishnan,  19,
6782,240,dilip kumar tirkey,  20,37.0
6783,240,derek o' brien,  19,
6784,240,sharad pawar,  16,
6785,240,sukhendu sekhar ray,  18,
6786,240,s. muthukaruppan,  20,
6787,240,c.m. ramesh,  19,53.0
6788,240,praful patel,  16,
6789,240,devender goud t.,  19,59.0
6790,240,vijila sathyananth,  20,3.0
6791,240,a.u. singh deo,  14,19.0
6792,240,tiruchi siva,  15,9.0
6793,240,mukul roy,  7,
6794,240,kanwar deep singh,  20,35.0
6795,240,mahendra prasad,  15,
6796,240,t. rathinavel,  20,63.0
6797,240,r. lakshmanan,  18,41.0
6798,240,v. maitreyan,  20,27.0
6799,240,sarojini hembram,  15,14.0
6800,240,anubhav mohanty,  17,42.0
6801,240,d.p. tripathi,  20,15.0
6802,240,md. nadimul haque,  18,45.0
6803,240,k. r. arjunan,  20,
6804,240,anu aga,16,
6805,240,rekha,1,
6806,240,m.c. mary kom,14,
6807,240,k. parasaran,18,
6808,240,k.t.s. tulsi, 19,49.0
6809,240,sachin ramesh tendulkar,3,7.0
6810,240,d. bandyopadhyay,  20,1.0
6811,240,s.r. balasubramoniyan,  19,
6812,240,narendra kumar swain,  16,32.0
6813,240,prasanna acharya,  8,
6814,240,majeed memon,  19,32.0
6815,240,suresh gopi,14,
6816,240,narendra jadhav,19,
6817,240,swapan dasgupta,19,
6818,240,sambhaji chhatrapati,20,1.0
6819,240,ahamed hassan,  16,
6820,240,jogen chowdhury,  14,
6821,240,t.g. venkatesh,  20,19.0
6822,240,n. gokulakrishnan, 19,17.0
6823,240,a. vijayakumar,  19,
6824,240,r. vaithilingam,  18,22.0
6825,240,a.v. swamy,  20,
6826,240,bishnu charan das,  12,16.0
6827,240,bhaskar rao nekkanti,  13,
6828,240,dola sen,  16,
6829,240,vivek gupta,  19,19.0
6830,240,sitaram yechury,  20,
6831,240,ram gopal yadav,  18,
6832,240,sharad yadav,  18,
6833,240,km. mayawati,  20,
6834,240,kanimozhi,  19,22.0
6835,240,naresh agrawal,  16,24.0
6836,240,tapan kumar sen,  18,10.0
6837,240,ali anwar ansari,  18,
6838,240,satish chandra misra,  16,
6839,240,t.k. rangarajan,  18,10.0
6840,240,amar singh,  15,13.0
6841,240,rewati raman singh,  20,
6842,240,beni prasad verma,  19,
6843,240,anil kumar sahani,  18,7.0
6844,240,veer singh,  20,
6845,240,jaya bachchan,  19,2.0
6846,240,kiranmay nanda,  18,41.0
6847,240,javed ali khan,  20,4.0
6848,240,jharna das baidya,  17,36.0
6849,240,bashistha narain singh,  19,6.0
6850,240,d. raja,  19,38.0
6851,240,prem chand gupta,  20,21.0
6852,240,ram nath thakur,  20,30.0
6853,240,ram chandra prasad singh,  12,
6854,240,c.p. narayanan,  19,43.0
6855,240,vishambhar prasad nishad,  20,34.0
6856,240,darshan singh yadav,  20,23.0
6857,240,tazeen fatma,  20,
6858,240,munquad ali,  20,
6859,240,chaudhary munvvar saleem,  20,
6860,240,m.p. veerendra kumar,  8,52.0
6861,240,kahkashan perween,  20,3.0
6862,240,harivansh,  20,57.0
6863,240,t.k.s. elangovan,  20,
6864,240,ritabrata banerjee,  20,24.0
6865,240,alok tiwari,  20,
6866,240,chandrapal singh yadav,  20,3.0
6867,240,ravi prakash verma,  19,
6868,240,neeraj shekhar,  20,45.0
6869,240,rajaram,  20,
6870,240,vandana chavan,  18,7.0
6871,240,k.k. ragesh,  18,47.0
6872,240,k. somaprasad,  11,6.0
6873,240,ram kumar kashyap,  20,29.0
6874,240,d. kupendra reddy, 16,54.0
6875,240,k.g. kenye,  11,
6876,240,r.s. bharathi,  20,
6877,240,v. vijayasai reddy,  20,24.0
6878,240,sanjay seth,  15,1.0
6879,240,surendra singh nagar,  18,
6880,240,ch. sukhram singh yadav,  19,17.0
6881,240,anand sharma,  20,27.0
6882,240,a.k. antony,  18,
6883,240,karan singh,  20,
6884,240,manmohan singh,  15,
6885,240,ahmed patel,  15,22.0
6886,240,digvijaya singh,  19,9.0
6887,240,k. rahman khan, 12,
6888,240,janardan dwivedi,  20,
6889,240,motilal vora, 20,35.0
6890,240,t. subbarami reddy,  16,50.0
6891,240,oscar fernandes, 19,9.0
6892,240,raj babbar, 13,
6893,240,jairam ramesh, 17,
6894,240,kumari selja,  20,16.0
6895,240,rajeev shukla,  17,24.0
6896,240,bhubaneswar kalita,  20,
6897,240,narendra budania,  20,17.0
6898,240,p.l. punia,  16,60.0
6899,240,k. chiranjeevi,  1,
6900,240,madhusudan mistry,  17,6.0
6901,240,shamsher singh dullo,  17,5.0
6902,240,ranee narah,  9,
6903,240,k. keshava rao,  20,
6904,240,biswajit daimary,  15,
6905,240,vivek k. tankha,  18,
6906,240,shadi lal batra,  20,36.0
6907,240,parvez hashmi,  20,26.0
6908,240,k.v.p. ramachandra rao,  20,65.0
6909,240,mohd. ali khan,  20,64.0
6910,240,sanjay sinh,  14,26.0
6911,240,ram jethmalani,  16,
6912,240,sanjiv kumar, 17,25.0
6913,240,k.c. ramamurthy, 18,
6914,240,viplove thakur,  20,49.0
6915,240,ananda bhaskar rapolu,  16,
6916,240,p. bhattacharya,  19,20.0
6917,240,shantaram naik, 20,36.0
6918,240,ranjib biswal,  18,32.0
6919,240,husain dalwai,  16,47.0
6920,240,misha bharti,  13,
6921,240,ashok siddharth,  17,
6922,240,dharmapuri srinivas,  19,
6923,240,v. lakshmikantha rao,  16,
6924,240,joy abraham,  15,
6925,240,abdul wahab,  13,6.0
6926,240,ronald sapa tlau,  20,5.0
6927,240,palvai govardhan reddy,  16,44.0
6928,240,santiuse kujur,  20,10.0
6929,240,haji abdul salam,  15,
6930,240,m.v. rajeev gowda, 17,23.0
6931,240,ghulam nabi azad,  LOP,
6932,240,p.j. kurien,  HDC,
6933,240,satyavrat chaturvedi,  20,
6934,240,ambika soni,  16,51.0
6935,240,p. chidambaram,  15,
6936,240,pramod tiwari,  16,16.0
6937,240,vayalar ravi,  18,3.0
6938,240,abhishek manu singhvi,  9,
6939,240,renuka chowdhury,  20,40.0
6940,240,mukut mithi,  18,
6941,240,kapil sibal,  18,7.0
6942,240,b.k. hariprasad, 19,59.0
6943,240,partap singh bajwa,  16,
6944,240,pradeep tamta, 20,
6945,240,chhaya verma, 20,
6946,240,rajani ashokrao patil,  20,
6947,240,wansuk syiem, 20,37.0
6948,240,ripun bora,  20,40.0
6949,240,pradeep kumar balmuchu, 19,25.0
6950,240,mahendra singh mahra, 19,54.0
6951,240,,,
6952,228Part2,wansuk syiem, 11,
6953,228Part2,manmohan singh,  PM,
6954,228Part2,ambika soni,  10,10.0
6955,228Part2,rajeev shukla,  M,
6956,228Part2,anand sharma,  M,
6957,228Part2,murli deora,  10,
6958,228Part2,saif-ud-din soz,  11,3.0
6959,228Part2,mohsina kidwai, 10,
6960,228Part2,rishang keishing,  7,
6961,228Part2,k. chiranjeevi,  M,
6962,228Part2,janardan dwivedi,  11,
6963,228Part2,praveen rashtrapal,  8,
6964,228Part2,chaudhary birender singh,  10,
6965,228Part2,narendra budania,  11,
6966,228Part2,prabha thakur,  11,20.0
6967,228Part2,alka balram kshatriya,  10,
6968,228Part2,parvez hashmi,  11,1.0
6969,228Part2,ashk ali tak,  11,18.0
6970,228Part2,shadi lal batra,  10,10.0
6971,228Part2,rajani ashokrao patil,  7,
6972,228Part2,palvai govardhan reddy,  5,21.0
6973,228Part2,p. kannan, 7,2.0
6974,228Part2,naznin faruque,  7,14.0
6975,228Part2,a.k. antony,  M,
6976,228Part2,k. rahman khan, M,
6977,228Part2,ghulam nabi azad,  M,
6978,228Part2,karan singh,  11,
6979,228Part2,s.m. krishna, 1,
6980,228Part2,vayalar ravi,  M,
6981,228Part2,jairam ramesh, M,
6982,228Part2,g.k. vasan,  M,
6983,228Part2,ahmed patel,  9,
6984,228Part2,ashwani kumar,  M,
6985,228Part2,oscar fernandes, 4,
6986,228Part2,m.s. gill,  10,
6987,228Part2,t. subbarami reddy,  9,25.0
6988,228Part2,mani shankar aiyar,10,2.0
6989,228Part2,jayanthi natarajan,  M,
6990,228Part2,nandi yellaiah,  5,8.0
6991,228Part2,bhubaneswar kalita,  8,3.0
6992,228Part2,renuka chowdhury,  11,
6993,228Part2,mukut mithi,  7,
6994,228Part2,satish sharma,  11,
6995,228Part2,rasheed masood,  11,1.0
6996,228Part2,satyavrat chaturvedi,  10,
6997,228Part2,e.m. sudarsana natchiappan,  11,
6998,228Part2,shantaram naik, 11,
6999,228Part2,vijay jawaharlal darda,  7,20.0
7000,228Part2,rama chandra khuntia,  8,27.0
7001,228Part2,ram prakash,  10,10.0
7002,228Part2,v. hanumantha rao,  3,2.0
7003,228Part2,mohammad shafi,  11,
7004,228Part2,vijaylaxmi sadho,  3,2.0
7005,228Part2,b. s. gnanadesikan,  6,
7006,228Part2,ishwar singh,  10,
7007,228Part2,mohd. ali khan,  7,17.0
7008,228Part2,bhalchandra mungekar,11,2.0
7009,228Part2,husain dalwai,  6,20.0
7010,228Part2,jesudasu seelam,  4,1.0
7011,228Part2,dhiraj prasad sahu, 6,16.0
7012,228Part2,p. bhattacharya,  8,11.0
7013,228Part2,t. ratna bai,  11,21.0
7014,228Part2,ananda bhaskar rapolu,  5,
7015,228Part2,mahendra singh mahra, 11,23.0
7016,228Part2,pankaj bora,  11,18.0
7017,228Part2,avinash pande,  8,3.0
7018,228Part2,pradeep kumar balmuchu, 8,20.0
7019,228Part2,k.v.p. ramachandra rao,  11,7.0
7020,228Part2,biswajit daimary,  6,
7021,228Part2,joy abraham,  10,4.0
7022,228Part2,n. janardhana reddy,  1,
7023,228Part2,motilal vora, 9,19.0
7024,228Part2,mukul roy,  3,
7025,228Part2,tariq anwar,  M,
7026,228Part2,sukhendu sekhar ray,  6,
7027,228Part2,d. raja,  11,13.0
7028,228Part2,shashi bhusan behera,  11,
7029,228Part2,yogendra p. trivedi,  8,12.0
7030,228Part2,derek o' brien,  9,
7031,228Part2,kanimozhi,  8,9.0
7032,228Part2,prem chand gupta,  11,
7033,228Part2,shyamal chakraborty,  9,
7034,228Part2,mahendra prasad,  10,
7035,228Part2,ram vilas paswan,  2,5.0
7036,228Part2,kiranmay nanda,  6,14.0
7037,228Part2,c.m. ramesh,  6,20.0
7038,228Part2,d.p. tripathi,  11,18.0
7039,228Part2,k.p. ramalingam,  8,18.0
7040,228Part2,tarini kanta roy,  5,9.0
7041,228Part2,kanwar deep singh,  11,15.0
7042,228Part2,h.k. dua,11,2.0
7043,228Part2,anu aga,7,
7044,228Part2,rekha,1,
7045,228Part2,ashok s. ganguly,9,
7046,228Part2,javed akhtar,4,
7047,228Part2,vijay mallya, 2,
7048,228Part2,janardhan waghmare,  11,20.0
7049,228Part2,vasanthi stanley,  7,12.0
7050,228Part2,t.m. selvaganapathi,  5,26.0
7051,228Part2,b. jayashree,5,
7052,228Part2,k. parasaran,9,
7053,228Part2,mrinal miri,9,
7054,228Part2,d. bandyopadhyay,  10,2.0
7055,228Part2,srinjoy bose,  3,
7056,228Part2,khekiho zhimomi,  3,9.0
7057,228Part2,vandana chavan,  7,1.0
7058,228Part2,ishwarlal shankarlal jain,  5,21.0
7059,228Part2,hishey lachungpa,  10,7.0
7060,228Part2,s. thangavelu,  9,25.0
7061,228Part2,a.a. jinnah,  11,19.0
7062,228Part2,g. n. ratanpuri,  10,10.0
7063,228Part2,mohammed adeeb,  11,15.0
7064,228Part2,md. nadimul haque,  7,
7065,228Part2,vivek gupta,  7,14.0
7066,228Part2,kunal kumar ghosh,  3,
7067,228Part2,sitaram yechury,  10,
7068,228Part2,mohan singh,  9,
7069,228Part2,shivanand tiwari,  11,
7070,228Part2,km. mayawati,  11,
7071,228Part2,prasanta chatterjee,  11,2.0
7072,228Part2,ram gopal yadav,  8,
7073,228Part2,n. k. singh,  10,
7074,228Part2,satish chandra misra,  10,
7075,228Part2,v. maitreyan,  11,17.0
7076,228Part2,tapan kumar sen,  11,6.0
7077,228Part2,naresh agrawal,  11,20.0
7078,228Part2,ali anwar ansari,  8,
7079,228Part2,akhilesh das gupta,  9,
7080,228Part2,veer singh,  11,
7081,228Part2,brajesh pathak,  10,
7082,228Part2,t.k. rangarajan,  9,7.0
7083,228Part2,p. rajeeve,  9,10.0
7084,228Part2,mangala kisan,  11,
7085,228Part2,munquad ali,  7,
7086,228Part2,rajaram,  8,
7087,228Part2,sanjay raut,  8,17.0
7088,228Part2,barun mukherji,  9,
7089,228Part2,bashistha narain singh,  4,1.0
7090,228Part2,k.n. balagopal,  8,21.0
7091,228Part2,jharna das baidya,  11,12.0
7092,228Part2,renubala pradhan,  10,10.0
7093,228Part2,rajeev chandrasekhar, 4,26.0
7094,228Part2,s.p.singh baghel,  9,
7095,228Part2,brijlal khabri,  6,
7096,228Part2,pyarimohan mohapatra,  6,
7097,228Part2,darshan singh yadav,  11,23.0
7098,228Part2,ram chandra prasad singh,  4,
7099,228Part2,parimal nathwani,  5,21.0
7100,228Part2,amar singh,  8,
7101,228Part2,nandamuri harikrishna,  10,
