,session_no,Member_name,Days_attended,question_count
4051,231,ghulam nabi azad,  LOP,
4052,231,p.j. kurien,  HDC,
4053,231,,,
4054,232,arun jaitley,  M,
4055,232,nirmala sitharaman, M,
4056,232,prakash javadekar,  M,
4057,232,c.p. thakur,  27,
4058,232,prabhakar kore, 13,12.0
4059,232,avinash rai khanna,  25,31.0
4060,232,kaptan singh solanki,  15,
4061,232,prabhat jha,  27,79.0
4062,232,anil madhav dave,  24,13.0
4063,232,chandan mitra,  24,71.0
4064,232,nand kumar sai, 26,
4065,232,tarun vijay, 27,57.0
4066,232,aayanur manjunatha, 25,41.0
4067,232,kusum rai,  25,
4068,232,shankarbhai n. vegad,  27,
4069,232,ajay sancheti,  18,25.0
4070,232,ranvijay singh judev, 25,
4071,232,chunibhai kanjibhai gohel,  26,13.0
4072,232,mahant shambhuprasadji tundiya,  26,
4073,232,lal sinh vadodia,  26,66.0
4074,232,ram narain dudi,  27,30.0
4075,232,m. venkaiah naidu,  M,
4076,232,ravi shankar prasad,  M,
4077,232,najma a. heptulla,  M,
4078,232,najma a. heptulla,  M,
4079,232,thaawarchand gehlot,  M,
4080,232,thaawarchand gehlot,  M,
4081,232,smriti zubin irani,  M,
4082,232,dharmendra pradhan,  M,
4083,232,piyush goyal,  M,
4084,232,vinay katiyar,  27,
4085,232,vijay goel,  27,77.0
4086,232,mukhtar abbas naqvi, 23,
4087,232,satyanarayan jatiya,  27,53.0
4088,232,v.p. singh badnore,  24,2.0
4089,232,tazeen fatma,  1,
4090,232,p.l. punia,  1,
4091,232,sardar sukhdev singh dhindsa,  24,
4092,232,c.m. ramesh,  19,78.0
4093,232,sanjay raut,  19,55.0
4094,232,jagat prakash nadda,  26,
4095,232,bimla kashyap sood,  27,7.0
4096,232,gundu sudharani,  22,32.0
4097,232,sardar balwinder singh bhunder,  22,48.0
4098,232,naresh gujral,  24,6.0
4099,232,rajkumar dhoot,  19,66.0
4100,232,bhupender yadav,  27,2.0
4101,232,dilipbhai pandya,  27,42.0
4102,232,bhushan lal jangde, 21,41.0
4103,232,ramdas athawale,  25,97.0
4104,232,parimal nathwani,  16,59.0
4105,232,rajeev chandrasekhar, 26,44.0
4106,232,k. r. arjunan,  27,
4107,232,a. k. selvaraj,  27,
4108,232,basawaraj patil, 25,23.0
4109,232,rangasayee ramakrishna, 27,6.0
4110,232,mansukh mandaviya,  24,
4111,232,anil desai,  23,14.0
4112,232,lalhming liana,  8,
4113,232,thota seetharama lakshmi,  18,
4114,232,y. s. chowdary,  26,25.0
4115,232,paul manoj pandian,  27,
4116,232,vijila sathyananth,  27,7.0
4117,232,a. navaneethakrishnan,  24,
4118,232,narayan lal panchariya,  27,53.0
4119,232,ram kumar kashyap,  27,2.0
4120,232,ranbir singh parjapati,  13,
4121,232,garikapati mohan rao,  15,25.0
4122,232,d. kupendra reddy, 23,
4123,232,a. w. rabi bernard,  15,26.0
4124,232,hishey lachungpa,  8,
4125,232,a.v. swamy,  27,10.0
4126,232,v. maitreyan,  26,71.0
4127,232,kalpataru das,  25,31.0
4128,232,mukul roy,  4,
4129,232,sharad pawar,  22,
4130,232,sukhendu sekhar ray,  27,
4131,232,s. muthukaruppan,  27,
4132,232,devender goud t.,  15,31.0
4133,232,praful patel,  20,
4134,232,kanimozhi,  24,39.0
4135,232,sasikala pushpa ramaswamy,  27,
4136,232,tiruchi siva,  11,7.0
4137,232,mithun chakraborty,  1,
4138,232,derek o' brien,  24,
4139,232,mahendra prasad,  25,
4140,232,t. rathinavel,  27,
4141,232,r. lakshmanan,  26,86.0
4142,232,baishnab parida,  27,71.0
4143,232,k.p. ramalingam,  22,49.0
4144,232,d.p. tripathi,  27,33.0
4145,232,k.c. tyagi,  25,31.0
4146,232,kanwar deep singh,  24,59.0
4147,232,h.k. dua,27,7.0
4148,232,anu aga,20,
4149,232,rekha,1,
4150,232,ashok s. ganguly,11,
4151,232,javed akhtar,22,
4152,232,b. jayashree,20,1.0
4153,232,vijay mallya, 4,18.0
4154,232,ram jethmalani,  22,
4155,232,a.u. singh deo,  21,20.0
4156,232,khekiho zhimomi,  17,4.0
4157,232,majeed memon,  26,
4158,232,k.t.s. tulsi, 25,
4159,232,k. parasaran,26,
4160,232,mrinal miri,25,5.0
4161,232,d. bandyopadhyay,  17,
4162,232,jogen chowdhury,  14,
4163,232,neeraj shekhar,  1,
4164,232,srinjoy bose,  19,
4165,232,sarojini hembram,  24,
4166,232,anubhav mohanty,  14,
4167,232,chandrapal singh yadav,  1,
4168,232,javed ali khan,  1,
4169,232,bhupinder singh,  27,38.0
4170,232,sanjay dattatraya kakade,  4,
4171,232,vandana chavan,  9,
4172,232,ishwarlal shankarlal jain,  16,77.0
4173,232,s. thangavelu,  18,52.0
4174,232,ahamed hassan,  19,
4175,232,vivek gupta,  23,55.0
4176,232,md. nadimul haque,  15,
4177,232,sitaram yechury,  24,
4178,232,ram gopal yadav,  25,
4179,232,sharad yadav,  24,
4180,232,km. mayawati,  26,
4181,232,p. rajeeve,  27,44.0
4182,232,naresh agrawal,  26,33.0
4183,232,ali anwar ansari,  24,1.0
4184,232,d. raja,  26,42.0
4185,232,satish chandra misra,  23,
4186,232,tapan kumar sen,  24,10.0
4187,232,kiranmay nanda,  24,1.0
4188,232,anil kumar sahani,  24,27.0
4189,232,akhilesh das gupta,  16,
4190,232,veer singh,  18,
4191,232,brajesh pathak,  27,
4192,232,t.k. rangarajan,  27,19.0
4193,232,bashistha narain singh,  20,9.0
4194,232,jaya bachchan,  27,35.0
4195,232,kanak lata singh,  27,20.0
4196,232,munquad ali,  18,
4197,232,rajaram,  24,
4198,232,prem chand gupta,  21,14.0
4199,232,ram nath thakur,  26,23.0
4200,232,ram chandra prasad singh,  18,29.0
4201,232,k.n. balagopal,  22,58.0
4202,232,jharna das baidya,  24,22.0
4203,232,darshan singh yadav,  25,35.0
4204,232,vishambhar prasad nishad,  27,15.0
4205,232,ambeth rajan,  27,77.0
4206,232,brijlal khabri,  17,
4207,232,pyarimohan mohapatra,  19,22.0
4208,232,pavan kumar varma,  27,
4209,232,harivansh,  26,
4210,232,t.n. seema,  22,67.0
4211,232,amar singh,  12,
4212,232,m.p. achuthan,  25,34.0
4213,232,chaudhary munvvar saleem,  27,6.0
4214,232,jugul kishore,  24,1.0
4215,232,avtar singh karimpuri,  24,
4216,232,k. keshava rao,  27,
4217,232,c.p. narayanan,  26,49.0
4218,232,ritabrata banerjee,  25,80.0
4219,232,mohammed adeeb,  27,43.0
4220,232,kahkashan perween,  25,15.0
4221,232,gulam rasool balyawi,  26,33.0
4222,232,alok tiwari,  27,
4223,232,arvind kumar singh,  27,44.0
4224,232,sanjiv kumar, 24,
4225,232,salim ansari,  27,12.0
4226,232,rajpal singh saini,  27,
4227,232,narendra kumar kashyap,  24,51.0
4228,232,anand sharma,  23,11.0
4229,232,a.k. antony,  22,
4230,232,karan singh,  21,
4231,232,manmohan singh,  27,
4232,232,ahmed patel,  20,
4233,232,digvijaya singh,  21,12.0
4234,232,k. rahman khan, 18,
4235,232,janardan dwivedi,  27,
4236,232,motilal vora, 27,57.0
4237,232,t. subbarami reddy,  25,83.0
4238,232,oscar fernandes, 26,
4239,232,saif-ud-din soz,  26,13.0
4240,232,jairam ramesh, 25,
4241,232,kumari selja,  27,
4242,232,rajeev shukla,  26,1.0
4243,232,murli deora,  16,
4244,232,bhubaneswar kalita,  22,6.0
4245,232,chaudhary birender singh,  17,3.0
4246,232,k. chiranjeevi,  15,
4247,232,madhusudan mistry,  27,6.0
4248,232,pramod tiwari,  26,20.0
4249,232,mani shankar aiyar,22,6.0
4250,232,mohammad shafi,  25,4.0
4251,232,v. hanumantha rao,  25,5.0
4252,232,jesudasu seelam,  21,12.0
4253,232,shadi lal batra,  26,12.0
4254,232,parvez hashmi,  27,41.0
4255,232,k.v.p. ramachandra rao,  25,50.0
4256,232,mohd. ali khan,  26,101.0
4257,232,sanjay sinh,  24,1.0
4258,232,biswajit daimary,  22,5.0
4259,232,viplove thakur,  27,6.0
4260,232,bhalchandra mungekar,26,39.0
4261,232,ananda bhaskar rapolu,  27,1.0
4262,232,narendra budania,  26,
4263,232,p. bhattacharya,  27,25.0
4264,232,shantaram naik, 27,55.0
4265,232,praveen rashtrapal,  23,15.0
4266,232,ranjib biswal,  19,
4267,232,husain dalwai,  27,74.0
4268,232,joy abraham,  23,3.0
4269,232,g. n. ratanpuri,  23,20.0
4270,232,ronald sapa tlau,  17,3.0
4271,232,palvai govardhan reddy,  27,52.0
4272,232,pankaj bora,  27,44.0
4273,232,santiuse kujur,  27,12.0
4274,232,dhiraj prasad sahu, 16,29.0
4275,232,avinash pande,  26,24.0
4276,232,haji abdul salam,  20,
4277,232,m.v. rajeev gowda, 27,13.0
4278,232,ghulam nabi azad,  LOP,
4279,232,p.j. kurien,  HDC,
4280,232,satyavrat chaturvedi,  21,
4281,232,ambika soni,  27,17.0
4282,232,mohsina kidwai, 17,
4283,232,ashwani kumar,  20,
4284,232,vayalar ravi,  20,
4285,232,abhishek manu singhvi,  17,
4286,232,renuka chowdhury,  22,
4287,232,satish sharma,  27,
4288,232,mukut mithi,  20,2.0
4289,232,b.k. hariprasad, 23,28.0
4290,232,m.s. gill,  27,
4291,232,e.m. sudarsana natchiappan,  27,17.0
4292,232,vijay jawaharlal darda,  18,77.0
4293,232,rajani ashokrao patil,  27,
4294,232,wansuk syiem, 27,61.0
4295,232,vijaylaxmi sadho,  22,15.0
4296,232,naznin faruque,  20,14.0
4297,232,p. kannan, 7,
4298,232,ashk ali tak,  27,9.0
4299,232,pradeep kumar balmuchu, 24,63.0
4300,232,mahendra singh mahra, 22,64.0
4301,232,,,
4302,237,raj babbar, 16,19.0
4303,237,arun jaitley,  M,
4304,237,manohar parrikar,  M,
4305,237,mukhtar abbas naqvi, M,
4306,237,nirmala sitharaman, M,
4307,237,chaudhary birender singh,  M,
4308,237,avinash rai khanna,  19,33.0
4309,237,vinay katiyar,  16,
4310,237,prabhat jha,  19,23.0
4311,237,anil madhav dave,  18,10.0
4312,237,chandan mitra,  12,33.0
4313,237,nand kumar sai, 16,
4314,237,tarun vijay, 19,5.0
4315,237,aayanur manjunatha, 18,18.0
4316,237,prabhakar kore, 15,16.0
4317,237,shankarbhai n. vegad,  18,7.0
4318,237,meghraj jain,  19,28.0
4319,237,ajay sancheti,  14,17.0
4320,237,ranvijay singh judev, 20,5.0
4321,237,chunibhai kanjibhai gohel,  18,
4322,237,mahant shambhuprasadji tundiya,  14,
4323,237,lal sinh vadodia,  15,33.0
4324,237,ram narain dudi,  19,9.0
4325,237,m. venkaiah naidu,  M,
4326,237,ravi shankar prasad,  M,
4327,237,thaawarchand gehlot,  M,
4328,237,najma a. heptulla,  M,
4329,237,jagat prakash nadda,  M,
4330,237,dharmendra pradhan,  M,
4331,237,piyush goyal,  M,
4332,237,suresh prabhu,  M,
4333,237,smriti zubin irani,  M,
4334,237,prakash javadekar,  M,
4335,237,satyanarayan jatiya,  20,9.0
4336,237,v.p. singh badnore,  20,4.0
4337,237,sardar sukhdev singh dhindsa,  15,
4338,237,y. s. chowdary,  M,
4339,237,sanjay raut,  17,31.0
4340,237,c.p. thakur,  19,3.0
4341,237,vijay goel,  20,34.0
4342,237,bimla kashyap sood,  20,8.0
4343,237,c.m. ramesh,  14,29.0
4344,237,sardar balwinder singh bhunder,  20,14.0
4345,237,naresh gujral,  20,7.0
4346,237,rajkumar dhoot,  8,35.0
4347,237,bhupender yadav,  18,9.0
4348,237,dilipbhai pandya,  19,16.0
4349,237,bhushan lal jangde, 19,13.0
4350,237,ramdas athawale,  19,37.0
4351,237,parimal nathwani,  6,32.0
4352,237,rajeev chandrasekhar, 18,10.0
4353,237,k. r. arjunan,  20,8.0
4354,237,a. k. selvaraj,  20,37.0
4355,237,basawaraj patil, 20,
4356,237,rangasayee ramakrishna, 20,4.0
4357,237,mansukh mandaviya,  12,
4358,237,narayan lal panchariya,  19,20.0
4359,237,anil desai,  20,13.0
4360,237,thota seetharama lakshmi,  16,6.0
4361,237,gundu sudharani,  13,
4362,237,paul manoj pandian,  15,41.0
4363,237,vijila sathyananth,  19,11.0
4364,237,v. maitreyan,  18,30.0
4365,237,r. k. sinha,  15,
4366,237,shamsher singh manhas,  20,
4367,237,amar shankar sable,  20,
4368,237,m. j. akbar,  17,
4369,237,nazir ahmed laway,  17,6.0
4370,237,mir mohammad fayaz,  13,3.0
4371,237,sanjay dattatraya kakade,  1,
4372,237,garikapati mohan rao,  11,
4373,237,a. w. rabi bernard,  15,35.0
4374,237,n. gokulakrishnan, 18,
4375,237,hishey lachungpa,  10,
4376,237,a. navaneethakrishnan,  20,
4377,237,dilip kumar tirkey,  20,22.0
4378,237,derek o' brien,  19,
4379,237,sharad pawar,  15,
4380,237,sukhendu sekhar ray,  15,
4381,237,s. muthukaruppan,  20,
4382,237,devender goud t.,  14,30.0
4383,237,praful patel,  12,2.0
4384,237,kanimozhi,  12,12.0
4385,237,sasikala pushpa ramaswamy,  20,
4386,237,baishnab parida,  11,35.0
4387,237,tiruchi siva,  20,20.0
4388,237,kanwar deep singh,  20,30.0
4389,237,mahendra prasad,  18,
4390,237,t. rathinavel,  20,35.0
4391,237,r. lakshmanan,  17,32.0
4392,237,a.u. singh deo,  7,31.0
4393,237,k.p. ramalingam,  18,36.0
4394,237,d.p. tripathi,  20,6.0
4395,237,k.c. tyagi,  19,31.0
4396,237,md. nadimul haque,  19,37.0
4397,237,anu aga,14,
4398,237,rekha,1,
4399,237,javed akhtar,11,
4400,237,b. jayashree,19,
4401,237,sachin ramesh tendulkar,1,7.0
4402,237,vijay mallya, 4,6.0
4403,237,ram jethmalani,  17,
4404,237,bhupinder singh,  17,30.0
4405,237,sarojini hembram,  10,23.0
4406,237,majeed memon,  17,32.0
4407,237,k.t.s. tulsi, 17,11.0
4408,237,k. parasaran,13,
4409,237,mrinal miri,20,
4410,237,ahamed hassan,  11,
4411,237,jogen chowdhury,  8,
4412,237,d. bandyopadhyay,  13,
4413,237,a.v. swamy,  19,
4414,237,narendra kumar swain,  7,
4415,237,anubhav mohanty,  20,35.0
4416,237,d. kupendra reddy, 11,29.0
4417,237,vandana chavan,  9,14.0
4418,237,s. thangavelu,  20,38.0
4419,237,mukul roy,  20,
4420,237,dola sen,  18,
4421,237,vivek gupta,  17,39.0
4422,237,sitaram yechury,  16,
4423,237,ram gopal yadav,  19,
4424,237,sharad yadav,  19,
4425,237,km. mayawati,  20,
4426,237,tapan kumar sen,  18,19.0
4427,237,naresh agrawal,  11,26.0
4428,237,ali anwar ansari,  18,4.0
4429,237,d. raja,  19,33.0
4430,237,satish chandra misra,  17,
4431,237,t.k. rangarajan,  15,19.0
4432,237,kiranmay nanda,  17,28.0
4433,237,javed ali khan,  20,
4434,237,anil kumar sahani,  19,10.0
4435,237,ambeth rajan,  20,33.0
4436,237,veer singh,  15,
4437,237,jaya bachchan,  18,24.0
4438,237,kanak lata singh,  20,16.0
4439,237,tazeen fatma,  20,
4440,237,k.n. balagopal,  17,34.0
4441,237,bashistha narain singh,  19,
4442,237,narendra kumar kashyap,  18,
4443,237,prem chand gupta,  18,
4444,237,ram nath thakur,  20,26.0
4445,237,ram chandra prasad singh,  18,
4446,237,t.n. seema,  16,27.0
4447,237,jharna das baidya,  10,20.0
4448,237,darshan singh yadav,  15,21.0
4449,237,vishambhar prasad nishad,  19,21.0
4450,237,munquad ali,  18,
4451,237,chaudhary munvvar saleem,  20,1.0
4452,237,pyarimohan mohapatra,  10,5.0
4453,237,pavan kumar varma,  19,
4454,237,harivansh,  19,29.0
4455,237,c.p. narayanan,  20,32.0
4456,237,alok tiwari,  18,
4457,237,arvind kumar singh,  16,
4458,237,neeraj shekhar,  20,36.0
4459,237,rajaram,  20,
4460,237,k. keshava rao,  17,11.0
4461,237,k.k. ragesh,  20,33.0
4462,237,ritabrata banerjee,  17,19.0
4463,237,kahkashan perween,  20,14.0
4464,237,gulam rasool balyawi,  18,27.0
4465,237,jugul kishore,  17,20.0
4466,237,chandrapal singh yadav,  16,
4467,237,ravi prakash verma,  19,35.0
4468,237,sanjiv kumar, 18,16.0
4469,237,ram kumar kashyap,  20,21.0
4470,237,salim ansari,  20,15.0
4471,237,rajpal singh saini,  20,
4472,237,anand sharma,  20,14.0
4473,237,a.k. antony,  15,
4474,237,karan singh,  20,
4475,237,manmohan singh,  20,
4476,237,ahmed patel,  11,34.0
4477,237,digvijaya singh,  19,7.0
4478,237,k. rahman khan, 15,18.0
4479,237,janardan dwivedi,  19,
4480,237,motilal vora, 20,28.0
4481,237,t. subbarami reddy,  15,34.0
4482,237,oscar fernandes, 14,
4483,237,jairam ramesh, 14,
4484,237,kumari selja,  19,11.0
4485,237,rajeev shukla,  18,8.0
4486,237,bhubaneswar kalita,  17,
4487,237,narendra budania,  19,17.0
4488,237,p.l. punia,  20,30.0
4489,237,k. chiranjeevi,  6,
4490,237,madhusudan mistry,  16,14.0
4491,237,pramod tiwari,  20,29.0
4492,237,mani shankar aiyar,16,1.0
4493,237,v. hanumantha rao,  16,
4494,237,jesudasu seelam,  17,12.0
4495,237,shadi lal batra,  20,3.0
4496,237,parvez hashmi,  19,21.0
4497,237,k.v.p. ramachandra rao,  20,30.0
4498,237,mohd. ali khan,  20,33.0
4499,237,sanjay sinh,  18,33.0
4500,237,biswajit daimary,  14,3.0
4501,237,viplove thakur,  20,18.0
4502,237,bhalchandra mungekar,19,15.0
4503,237,ananda bhaskar rapolu,  20,
4504,237,p. bhattacharya,  18,25.0
4505,237,shantaram naik, 19,19.0
4506,237,praveen rashtrapal,  15,5.0
4507,237,ranjib biswal,  14,33.0
4508,237,husain dalwai,  19,36.0
4509,237,joy abraham,  12,1.0
4510,237,abdul wahab,  7,6.0
4511,237,ronald sapa tlau,  17,8.0
4512,237,palvai govardhan reddy,  15,33.0
4513,237,pankaj bora,  19,27.0
4514,237,santiuse kujur,  19,16.0
4515,237,dhiraj prasad sahu, 9,6.0
4516,237,avinash pande,  15,37.0
4517,237,haji abdul salam,  7,
4518,237,m.v. rajeev gowda, 20,30.0
4519,237,ghulam nabi azad,  LOP,
4520,237,p.j. kurien,  HDC,
4521,237,satyavrat chaturvedi,  16,
4522,237,ambika soni,  19,19.0
4523,237,mohsina kidwai, 20,
4524,237,ashwani kumar,  18,
4525,237,vayalar ravi,  19,2.0
4526,237,abhishek manu singhvi,  10,
4527,237,renuka chowdhury,  20,35.0
4528,237,satish sharma,  17,
4529,237,mukut mithi,  20,
4530,237,b.k. hariprasad, 19,32.0
4531,237,m.s. gill,  17,
4532,237,e.m. sudarsana natchiappan,  20,9.0
4533,237,vijay jawaharlal darda,  15,33.0
4534,237,rajani ashokrao patil,  20,
4535,237,wansuk syiem, 20,27.0
4536,237,vijaylaxmi sadho,  20,12.0
4537,237,naznin faruque,  16,14.0
4538,237,ashk ali tak,  20,10.0
4539,237,pradeep kumar balmuchu, 14,31.0
4540,237,mahendra singh mahra, 20,37.0
4541,237,,,
4542,236,raj babbar, 16,15.0
4543,236,arun jaitley,  M,
4544,236,manohar parrikar,  M,
4545,236,mukhtar abbas naqvi, M,
4546,236,nirmala sitharaman, M,
4547,236,chaudhary birender singh,  M,
4548,236,avinash rai khanna,  17,36.0
4549,236,vinay katiyar,  17,
4550,236,prabhat jha,  3,36.0
4551,236,anil madhav dave,  17,
4552,236,chandan mitra,  17,30.0
4553,236,nand kumar sai, 12,
4554,236,tarun vijay, 15,9.0
4555,236,aayanur manjunatha, 17,33.0
4556,236,prabhakar kore, 15,9.0
4557,236,shankarbhai n. vegad,  16,
4558,236,meghraj jain,  15,16.0
4559,236,ajay sancheti,  12,15.0
4560,236,ranvijay singh judev, 17,
4561,236,chunibhai kanjibhai gohel,  17,2.0
4562,236,mahant shambhuprasadji tundiya,  13,
4563,236,lal sinh vadodia,  17,33.0
4564,236,ram narain dudi,  17,13.0
4565,236,m. venkaiah naidu,  M,
4566,236,ravi shankar prasad,  M,
4567,236,thaawarchand gehlot,  M,
4568,236,najma a. heptulla,  M,
4569,236,jagat prakash nadda,  M,
4570,236,dharmendra pradhan,  M,
4571,236,piyush goyal,  M,
4572,236,suresh prabhu,  M,
4573,236,smriti zubin irani,  M,
4574,236,prakash javadekar,  M,
4575,236,satyanarayan jatiya,  17,21.0
4576,236,v.p. singh badnore,  17,5.0
4577,236,sardar sukhdev singh dhindsa,  14,4.0
4578,236,y. s. chowdary,  M,
4579,236,sanjay raut,  14,24.0
4580,236,c.p. thakur,  9,2.0
4581,236,vijay goel,  15,30.0
4582,236,bimla kashyap sood,  14,5.0
4583,236,c.m. ramesh,  13,34.0
4584,236,sardar balwinder singh bhunder,  16,8.0
4585,236,naresh gujral,  14,7.0
4586,236,rajkumar dhoot,  9,35.0
4587,236,bhupender yadav,  5,
4588,236,dilipbhai pandya,  17,19.0
4589,236,bhushan lal jangde, 14,19.0
4590,236,ramdas athawale,  14,35.0
4591,236,parimal nathwani,  6,31.0
4592,236,rajeev chandrasekhar, 15,18.0
4593,236,k. r. arjunan,  17,19.0
4594,236,a. k. selvaraj,  17,37.0
4595,236,basawaraj patil, 14,17.0
4596,236,rangasayee ramakrishna, 17,
4597,236,mansukh mandaviya,  8,
4598,236,narayan lal panchariya,  16,29.0
4599,236,anil desai,  17,30.0
4600,236,thota seetharama lakshmi,  11,6.0
4601,236,gundu sudharani,  12,15.0
4602,236,paul manoj pandian,  16,34.0
4603,236,vijila sathyananth,  15,13.0
4604,236,v. maitreyan,  14,32.0
4605,236,r. k. sinha,  9,10.0
4606,236,shamsher singh manhas,  16,2.0
4607,236,amar shankar sable,  17,5.0
4608,236,m. j. akbar,  17,
4609,236,nazir ahmed laway,  16,11.0
4610,236,mir mohammad fayaz,  7,13.0
4611,236,sanjay dattatraya kakade,  2,
4612,236,garikapati mohan rao,  8,
4613,236,a. w. rabi bernard,  16,25.0
4614,236,hishey lachungpa,  4,
4615,236,a.v. swamy,  16,8.0
4616,236,a. navaneethakrishnan,  17,
4617,236,dilip kumar tirkey,  16,19.0
4618,236,derek o' brien,  10,
4619,236,sharad pawar,  17,
4620,236,sukhendu sekhar ray,  15,
4621,236,s. muthukaruppan,  17,
4622,236,devender goud t.,  13,30.0
4623,236,praful patel,  14,2.0
4624,236,sasikala pushpa ramaswamy,  17,
4625,236,tiruchi siva,  8,
4626,236,kanwar deep singh,  17,15.0
4627,236,mahendra prasad,  13,
4628,236,t. rathinavel,  17,37.0
4629,236,r. lakshmanan,  15,24.0
4630,236,baishnab parida,  14,34.0
4631,236,k.p. ramalingam,  13,32.0
4632,236,d.p. tripathi,  17,30.0
4633,236,k.c. tyagi,  16,29.0
4634,236,md. nadimul haque,  13,16.0
4635,236,h.k. dua,17,
4636,236,anu aga,10,
4637,236,rekha,1,
4638,236,ashok s. ganguly,10,
4639,236,javed akhtar,8,
4640,236,sachin ramesh tendulkar,2,
4641,236,vijay mallya, 2,10.0
4642,236,ram jethmalani,  12,
4643,236,a.u. singh deo,  11,26.0
4644,236,khekiho zhimomi,  10,
4645,236,majeed memon,  16,21.0
4646,236,k.t.s. tulsi, 13,
4647,236,k. parasaran,15,
4648,236,mrinal miri,13,1.0
4649,236,ahamed hassan,  12,
4650,236,jogen chowdhury,  12,
4651,236,d. bandyopadhyay,  15,4.0
4652,236,sarojini hembram,  10,17.0
4653,236,anubhav mohanty,  14,31.0
4654,236,bhupinder singh,  17,31.0
4655,236,ram kumar kashyap,  17,27.0
4656,236,ram kumar kashyap,  17,27.0
4657,236,d. kupendra reddy, 13,35.0
4658,236,d. kupendra reddy, 13,35.0
4659,236,vandana chavan,  11,7.0
4660,236,ishwarlal shankarlal jain,  11,9.0
4661,236,s. thangavelu,  17,38.0
4662,236,mukul roy,  12,
4663,236,dola sen,  7,
4664,236,vivek gupta,  16,31.0
4665,236,sitaram yechury,  16,
4666,236,ram gopal yadav,  17,
4667,236,sharad yadav,  17,
4668,236,km. mayawati,  17,
4669,236,tapan kumar sen,  17,14.0
4670,236,naresh agrawal,  15,25.0
4671,236,ali anwar ansari,  12,
4672,236,d. raja,  15,33.0
4673,236,satish chandra misra,  14,
4674,236,t.k. rangarajan,  15,9.0
4675,236,kiranmay nanda,  16,34.0
4676,236,javed ali khan,  17,4.0
4677,236,anil kumar sahani,  14,4.0
4678,236,ambeth rajan,  17,28.0
4679,236,veer singh,  17,
4680,236,jaya bachchan,  17,17.0
4681,236,kanak lata singh,  17,26.0
4682,236,tazeen fatma,  16,
4683,236,k.n. balagopal,  12,26.0
4684,236,bashistha narain singh,  8,
4685,236,narendra kumar kashyap,  16,15.0
4686,236,prem chand gupta,  17,19.0
4687,236,ram nath thakur,  14,22.0
4688,236,ram chandra prasad singh,  9,
4689,236,t.n. seema,  16,32.0
4690,236,jharna das baidya,  17,27.0
4691,236,darshan singh yadav,  17,23.0
4692,236,vishambhar prasad nishad,  17,22.0
4693,236,munquad ali,  16,
4694,236,chaudhary munvvar saleem,  17,
4695,236,pyarimohan mohapatra,  10,12.0
4696,236,pavan kumar varma,  15,
4697,236,harivansh,  5,31.0
4698,236,c.p. narayanan,  16,32.0
4699,236,alok tiwari,  17,
4700,236,arvind kumar singh,  16,22.0
4701,236,neeraj shekhar,  17,24.0
4702,236,rajaram,  17,
4703,236,k. keshava rao,  14,3.0
4704,236,k.k. ragesh,  17,25.0
4705,236,ritabrata banerjee,  17,34.0
4706,236,kahkashan perween,  14,8.0
4707,236,gulam rasool balyawi,  16,25.0
4708,236,jugul kishore,  13,15.0
4709,236,chandrapal singh yadav,  13,
4710,236,ravi prakash verma,  17,28.0
4711,236,sanjiv kumar, 17,12.0
4712,236,salim ansari,  17,15.0
4713,236,rajpal singh saini,  17,
4714,236,anand sharma,  17,18.0
4715,236,a.k. antony,  13,
4716,236,karan singh,  16,
4717,236,manmohan singh,  17,
4718,236,ahmed patel,  13,36.0
4719,236,digvijaya singh,  14,7.0
4720,236,k. rahman khan, 13,
4721,236,janardan dwivedi,  17,
4722,236,motilal vora, 17,26.0
4723,236,t. subbarami reddy,  6,34.0
4724,236,oscar fernandes, 17,1.0
4725,236,jairam ramesh, 16,
4726,236,kumari selja,  17,12.0
4727,236,rajeev shukla,  16,17.0
4728,236,bhubaneswar kalita,  17,3.0
4729,236,narendra budania,  16,4.0
4730,236,p.l. punia,  17,33.0
4731,236,k. chiranjeevi,  3,
4732,236,madhusudan mistry,  15,
4733,236,pramod tiwari,  17,18.0
4734,236,mani shankar aiyar,16,13.0
4735,236,v. hanumantha rao,  16,8.0
4736,236,jesudasu seelam,  15,12.0
4737,236,shadi lal batra,  17,27.0
4738,236,parvez hashmi,  17,19.0
4739,236,k.v.p. ramachandra rao,  16,36.0
4740,236,mohd. ali khan,  17,34.0
4741,236,sanjay sinh,  16,21.0
4742,236,biswajit daimary,  15,4.0
4743,236,viplove thakur,  15,25.0
4744,236,bhalchandra mungekar,15,16.0
4745,236,ananda bhaskar rapolu,  17,
4746,236,p. bhattacharya,  17,22.0
4747,236,shantaram naik, 16,26.0
4748,236,praveen rashtrapal,  15,8.0
4749,236,ranjib biswal,  11,33.0
4750,236,husain dalwai,  14,28.0
4751,236,joy abraham,  13,2.0
4752,236,abdul wahab,  7,14.0
4753,236,ronald sapa tlau,  9,
4754,236,palvai govardhan reddy,  14,29.0
4755,236,pankaj bora,  17,31.0
4756,236,santiuse kujur,  17,4.0
4757,236,dhiraj prasad sahu, 14,7.0
4758,236,avinash pande,  16,27.0
4759,236,haji abdul salam,  14,
4760,236,m.v. rajeev gowda, 17,37.0
4761,236,ghulam nabi azad,  LOP,
4762,236,p.j. kurien,  HDC,
4763,236,satyavrat chaturvedi,  17,
4764,236,ambika soni,  17,
4765,236,mohsina kidwai, 16,17.0
