,session_no,question_by,question_type,question_count
3328,228Part1,Shri Rajeev Chandrasekhar,STARRED,3
3329,228Part1,Shri Rajeev Chandrasekhar,UNSTARRED,26
3330,228Part1,Shri Rajiv Pratap Rudy,STARRED,2
3331,228Part1,Shri Rajiv Pratap Rudy,UNSTARRED,20
3332,228Part1,Shri Rajkumar Dhoot,STARRED,6
3333,228Part1,Shri Rajkumar Dhoot,UNSTARRED,36
3334,228Part1,Shri Ram Jethmalani,STARRED,2
3335,228Part1,Shri Ram Jethmalani,UNSTARRED,19
3336,228Part1,Shri Ram Kripal Yadav,STARRED,7
3337,228Part1,Shri Ram Kripal Yadav,UNSTARRED,19
3338,228Part1,Shri Ravi Shankar Prasad,STARRED,2
3339,228Part1,Shri Ravi Shankar Prasad,UNSTARRED,16
3340,228Part1,Shri S. Thangavelu,STARRED,3
3341,228Part1,Shri S. Thangavelu,UNSTARRED,29
3342,228Part1,Shri Salim Ansari,STARRED,3
3343,228Part1,Shri Salim Ansari,UNSTARRED,12
3344,228Part1,Shri Sanjay Raut,STARRED,5
3345,228Part1,Shri Sanjay Raut,UNSTARRED,24
3346,228Part1,Shri Sanjiv Kumar,UNSTARRED,2
3347,228Part1,Shri Shadi Lal Batra,STARRED,4
3348,228Part1,Shri Shadi Lal Batra,UNSTARRED,17
3349,228Part1,Shri Shantaram Naik,UNSTARRED,15
3350,228Part1,Shri Sukhendu Sekhar Roy,STARRED,4
3351,228Part1,Shri Sukhendu Sekhar Roy,UNSTARRED,9
3352,228Part1,Shri T.K. Rangarajan,STARRED,2
3353,228Part1,Shri T.K. Rangarajan,UNSTARRED,20
3354,228Part1,Shri Tapan Kumar Sen,STARRED,2
3355,228Part1,Shri Tapan Kumar Sen,UNSTARRED,6
3356,228Part1,Shri Tarun Vijay,STARRED,2
3357,228Part1,Shri Tarun Vijay,UNSTARRED,16
3358,228Part1,Shri Thaawar Chand Gehlot,STARRED,2
3359,228Part1,Shri Thaawar Chand Gehlot,UNSTARRED,17
3360,228Part1,Shri V. Hanumantha Rao,STARRED,1
3361,228Part1,Shri V. Hanumantha Rao,UNSTARRED,10
3362,228Part1,Shri Vijay Jawaharlal Darda,STARRED,2
3363,228Part1,Shri Vijay Jawaharlal Darda,UNSTARRED,32
3364,228Part1,Shri Vivek Gupta,STARRED,1
3365,228Part1,Shri Vivek Gupta,UNSTARRED,17
3366,228Part1,Shri Y. S. Chowdary,STARRED,5
3367,228Part1,Shri Y. S. Chowdary,UNSTARRED,30
3368,228Part1,Smt. Ambika Soni,STARRED,2
3369,228Part1,Smt. Ambika Soni,UNSTARRED,4
3370,228Part1,Smt. Bimla Kashyap Sood,STARRED,2
3371,228Part1,Smt. Bimla Kashyap Sood,UNSTARRED,13
3372,228Part1,Smt. Gundu Sudharani,STARRED,3
3373,228Part1,Smt. Gundu Sudharani,UNSTARRED,32
3374,228Part1,Smt. Jaya Bachchan,STARRED,1
3375,228Part1,Smt. Jaya Bachchan,UNSTARRED,15
3376,228Part1,Smt. Jharna Das Baidya,STARRED,1
3377,228Part1,Smt. Jharna Das Baidya,UNSTARRED,13
3378,228Part1,Smt. Kanimozhi,STARRED,2
3379,228Part1,Smt. Kanimozhi,UNSTARRED,23
3380,228Part1,Smt. Kusum Rai,STARRED,3
3381,228Part1,Smt. Kusum Rai,UNSTARRED,20
3382,228Part1,Smt. Naznin Faruque,STARRED,4
3383,228Part1,Smt. Naznin Faruque,UNSTARRED,34
3384,228Part1,Smt. Smriti Zubin Irani,STARRED,4
3385,228Part1,Smt. Smriti Zubin Irani,UNSTARRED,36
3386,228Part1,Smt. Vandana Chavan,UNSTARRED,4
3387,228Part1,Smt. Viplove Thakur,UNSTARRED,1
3388,228Part2,Chaudhary Munvvar Saleem,STARRED,3
3389,228Part2,Chaudhary Munvvar Saleem,UNSTARRED,5
3390,228Part2,DR. GYAN PRAKASH PILANIA,STARRED,1
3391,228Part2,DR. GYAN PRAKASH PILANIA,UNSTARRED,18
3392,228Part2,DR. JANARDHAN WAGHMARE,STARRED,1
3393,228Part2,DR. JANARDHAN WAGHMARE,UNSTARRED,19
3394,228Part2,DR. PRABHA THAKUR,STARRED,5
3395,228Part2,DR. PRABHA THAKUR,UNSTARRED,15
3396,228Part2,DR. RAM PRAKASH,STARRED,3
3397,228Part2,DR. RAM PRAKASH,UNSTARRED,7
3398,228Part2,DR. YOGENDRA P. TRIVEDI,UNSTARRED,12
3399,228Part2,Dr. Anil Kumar Sahani,STARRED,2
3400,228Part2,Dr. Anil Kumar Sahani,UNSTARRED,13
3401,228Part2,Dr. Bhalchandra Mungekar,UNSTARRED,2
3402,228Part2,Dr. Bhushan Lal Jangde,UNSTARRED,4
3403,228Part2,Dr. Chandan Mitra,STARRED,3
3404,228Part2,Dr. Chandan Mitra,UNSTARRED,18
3405,228Part2,Dr. K.P. Ramalingam,UNSTARRED,18
3406,228Part2,Dr. K.V.P. Ramachandra Rao,STARRED,1
3407,228Part2,Dr. K.V.P. Ramachandra Rao,UNSTARRED,6
3408,228Part2,Dr. Kanwar Deep Singh,STARRED,2
3409,228Part2,Dr. Kanwar Deep Singh,UNSTARRED,13
3410,228Part2,Dr. Najma A. Heptulla,STARRED,2
3411,228Part2,Dr. Najma A. Heptulla,UNSTARRED,19
3412,228Part2,Dr. Prabhakar Kore,STARRED,6
3413,228Part2,Dr. Prabhakar Kore,UNSTARRED,15
3414,228Part2,Dr. Pradeep Kumar Balmuchu,STARRED,3
3415,228Part2,Dr. Pradeep Kumar Balmuchu,UNSTARRED,17
3416,228Part2,Dr. T. Subbarami Reddy,STARRED,4
3417,228Part2,Dr. T. Subbarami Reddy,UNSTARRED,21
3418,228Part2,Dr. T.N. Seema,STARRED,3
3419,228Part2,Dr. T.N. Seema,UNSTARRED,16
3420,228Part2,Dr. V. Maitreyan,STARRED,2
3421,228Part2,Dr. V. Maitreyan,UNSTARRED,15
3422,228Part2,Dr. Vijaylaxmi Sadho,UNSTARRED,2
3423,228Part2,Prof. Saif-ud-Din Soz,UNSTARRED,3
3424,228Part2,SHRI A. ELAVARASAN,STARRED,4
3425,228Part2,SHRI A. ELAVARASAN,UNSTARRED,19
3426,228Part2,SHRI A.A. JINNAH,STARRED,2
3427,228Part2,SHRI A.A. JINNAH,UNSTARRED,17
3428,228Part2,SHRI ANIL H. LAD,UNSTARRED,5
3429,228Part2,SHRI B.S. GNANADESIKAN,UNSTARRED,15
3430,228Part2,SHRI BHAGAT SINGH KOSHYARI,UNSTARRED,15
3431,228Part2,SHRI BHARATKUMAR RAUT,STARRED,1
3432,228Part2,SHRI BHARATKUMAR RAUT,UNSTARRED,6
3433,228Part2,SHRI BHARATSINH PRABHATSINH PARMAR,STARRED,1
3434,228Part2,SHRI BHARATSINH PRABHATSINH PARMAR,UNSTARRED,6
3435,228Part2,SHRI BIRABHADRA SINGH,UNSTARRED,1
3436,228Part2,SHRI BIRENDRA PRASAD BAISHYA,STARRED,2
3437,228Part2,SHRI BIRENDRA PRASAD BAISHYA,UNSTARRED,8
3438,228Part2,SHRI DARA SINGH CHAUHAN,STARRED,1
3439,228Part2,SHRI FAGGAN SINGH KULASTE,STARRED,2
3440,228Part2,SHRI FAGGAN SINGH KULASTE,UNSTARRED,8
3441,228Part2,SHRI JAI PRAKASH NARAYAN SINGH,STARRED,1
3442,228Part2,SHRI JAI PRAKASH NARAYAN SINGH,UNSTARRED,12
3443,228Part2,SHRI JANARDAN YADAV,UNSTARRED,1
3444,228Part2,SHRI KUMAR DEEPAK DAS,STARRED,4
3445,228Part2,SHRI KUMAR DEEPAK DAS,UNSTARRED,11
3446,228Part2,SHRI MOHAMMAD SALIM,UNSTARRED,1
3447,228Part2,SHRI N. BALAGANGA,STARRED,2
3448,228Part2,SHRI N. BALAGANGA,UNSTARRED,18
3449,228Part2,SHRI N.K. SINGH,STARRED,3
3450,228Part2,SHRI N.K. SINGH,UNSTARRED,17
3451,228Part2,SHRI NANDI YELLAIAH,UNSTARRED,8
3452,228Part2,SHRI NATUJI HALAJI THAKOR,UNSTARRED,15
3453,228Part2,SHRI PERVEZ HASHMI,UNSTARRED,10
3454,228Part2,SHRI PRASANTA CHATTERJEE,UNSTARRED,2
3455,228Part2,SHRI RABINARAYAN MOHAPATRA:,STARRED,1
3456,228Part2,SHRI RABINARAYAN MOHAPATRA:,UNSTARRED,6
3457,228Part2,SHRI RAGHUNANDAN SHARMA,UNSTARRED,11
3458,228Part2,SHRI RAJENDRA PRASAD MODY,UNSTARRED,1
3459,228Part2,SHRI RAM VILAS PASWAN,UNSTARRED,5
3460,228Part2,SHRI RAMA CHANDRA KHUNTIA,STARRED,6
3461,228Part2,SHRI RAMA CHANDRA KHUNTIA,UNSTARRED,21
3462,228Part2,SHRI RASHEED MASOOD,UNSTARRED,1
3463,228Part2,SHRI SABIR ALI,STARRED,3
3464,228Part2,SHRI SABIR ALI,UNSTARRED,9
3465,228Part2,SHRI SHANTA KUMAR,UNSTARRED,7
3466,228Part2,SHRI T.M. SELVAGANAPATHI,STARRED,6
3467,228Part2,SHRI T.M. SELVAGANAPATHI,UNSTARRED,20
3468,228Part2,SHRI TARINI KANTA ROY,UNSTARRED,9
3469,228Part2,SHRI VASANTHI STANLEY,STARRED,3
3470,228Part2,SHRI VASANTHI STANLEY,UNSTARRED,9
3471,228Part2,SHRIMATI MAYA SINGH,STARRED,2
3472,228Part2,SHRIMATI MAYA SINGH,UNSTARRED,12
3473,228Part2,SHRIMATI RENUBALA PRADHAN,STARRED,1
3474,228Part2,SHRIMATI RENUBALA PRADHAN,UNSTARRED,9
3475,228Part2,SHRIMATI T. RATNA BAI,STARRED,1
3476,228Part2,SHRIMATI T. RATNA BAI,UNSTARRED,20
3477,228Part2,Sardar Balwinder Singh Bhunder,STARRED,2
3478,228Part2,Sardar Balwinder Singh Bhunder,UNSTARRED,14
3479,228Part2,Sardar Sukhdev Singh Dhindsa,STARRED,2
3480,228Part2,Sardar Sukhdev Singh Dhindsa,UNSTARRED,9
3481,228Part2,Shri A.V. Swamy,UNSTARRED,4
3482,228Part2,Shri Aayanur Manjunatha,STARRED,3
3483,228Part2,Shri Aayanur Manjunatha,UNSTARRED,18
3484,228Part2,Shri Ajay Sancheti,STARRED,1
3485,228Part2,Shri Ajay Sancheti,UNSTARRED,6
3486,228Part2,Shri Alok Tiwari,STARRED,1
3487,228Part2,Shri Alok Tiwari,UNSTARRED,10
3488,228Part2,Shri Ambeth Rajan,UNSTARRED,19
3489,228Part2,Shri Anil Desai,UNSTARRED,17
3490,228Part2,Shri Anil Madhav Dave,STARRED,3
3491,228Part2,Shri Anil Madhav Dave,UNSTARRED,11
3492,228Part2,Shri Arvind Kumar Singh,STARRED,3
3493,228Part2,Shri Arvind Kumar Singh,UNSTARRED,14
3494,228Part2,Shri Ashk Ali Tak,STARRED,1
3495,228Part2,Shri Ashk Ali Tak,UNSTARRED,17
3496,228Part2,Shri Avinash Pande,UNSTARRED,3
3497,228Part2,Shri Avinash Rai Khanna,UNSTARRED,8
3498,228Part2,Shri Avtar Singh Karimpuri,UNSTARRED,7
3499,228Part2,Shri Baishnab Parida,STARRED,4
3500,228Part2,Shri Baishnab Parida,UNSTARRED,19
3501,228Part2,Shri Basawaraj Patil,UNSTARRED,5
3502,228Part2,Shri Bashistha Narain Singh,UNSTARRED,1
3503,228Part2,Shri Bhubaneswar Kalita,UNSTARRED,3
3504,228Part2,Shri C.M. Ramesh,STARRED,1
3505,228Part2,Shri C.M. Ramesh,UNSTARRED,19
3506,228Part2,Shri C.P. Narayanan,STARRED,2
3507,228Part2,Shri C.P. Narayanan,UNSTARRED,15
3508,228Part2,Shri D. Bandyopadhyay,STARRED,1
3509,228Part2,Shri D. Bandyopadhyay,UNSTARRED,1
3510,228Part2,Shri D. Raja,STARRED,1
3511,228Part2,Shri D. Raja,UNSTARRED,12
3512,228Part2,Shri D.P. Tripathi,STARRED,2
3513,228Part2,Shri D.P. Tripathi,UNSTARRED,16
3514,228Part2,Shri Darshan Singh Yadav,STARRED,2
3515,228Part2,Shri Darshan Singh Yadav,UNSTARRED,21
3516,228Part2,Shri Devender Goud T.,STARRED,2
3517,228Part2,Shri Devender Goud T.,UNSTARRED,18
3518,228Part2,Shri Dharmendra Pradhan,UNSTARRED,1
3519,228Part2,Shri Dhiraj Prasad Sahu,STARRED,3
3520,228Part2,Shri Dhiraj Prasad Sahu,UNSTARRED,13
3521,228Part2,Shri Dilipbhai Pandya,STARRED,3
3522,228Part2,Shri Dilipbhai Pandya,UNSTARRED,13
3523,228Part2,Shri G. N. Ratanpuri,UNSTARRED,10
3524,228Part2,Shri H.K. Dua,STARRED,1
3525,228Part2,Shri H.K. Dua,UNSTARRED,1
3526,228Part2,Shri Hishey Lachungpa,UNSTARRED,7
3527,228Part2,Shri Husain Dalwai,STARRED,1
3528,228Part2,Shri Husain Dalwai,UNSTARRED,19
3529,228Part2,Shri Ishwarlal Shankarlal Jain,STARRED,3
3530,228Part2,Shri Ishwarlal Shankarlal Jain,UNSTARRED,18
3531,228Part2,Shri Jagat Prakash Nadda,STARRED,1
3532,228Part2,Shri Jagat Prakash Nadda,UNSTARRED,12
3533,228Part2,Shri Jesudasu Seelam,UNSTARRED,1
3534,228Part2,Shri Joy Abraham,UNSTARRED,4
3535,228Part2,Shri Jugul Kishore,UNSTARRED,13
3536,228Part2,Shri K.C. Tyagi,STARRED,1
3537,228Part2,Shri K.C. Tyagi,UNSTARRED,13
3538,228Part2,Shri K.N. Balagopal,STARRED,3
3539,228Part2,Shri K.N. Balagopal,UNSTARRED,18
3540,228Part2,Shri Kaptan Singh Solanki,UNSTARRED,8
3541,228Part2,Shri Khekiho Zhimomi,UNSTARRED,9
3542,228Part2,Shri Kiranmay Nanda,UNSTARRED,14
3543,228Part2,Shri Lalhming Liana,UNSTARRED,1
3544,228Part2,Shri M.P. Achuthan,UNSTARRED,13
3545,228Part2,Shri Mahendra Singh Mahra,STARRED,3
3546,228Part2,Shri Mahendra Singh Mahra,UNSTARRED,20
3547,228Part2,Shri Mani Shankar Aiyar,UNSTARRED,2
3548,228Part2,Shri Mansukh L. Mandaviya,STARRED,1
3549,228Part2,Shri Mansukh L. Mandaviya,UNSTARRED,11
3550,228Part2,Shri Mohammed Adeeb,STARRED,2
3551,228Part2,Shri Mohammed Adeeb,UNSTARRED,13
3552,228Part2,Shri Mohd. Ali Khan,STARRED,1
3553,228Part2,Shri Mohd. Ali Khan,UNSTARRED,16
3554,228Part2,Shri Motilal Vora,STARRED,2
3555,228Part2,Shri Motilal Vora,UNSTARRED,17
3556,228Part2,Shri Nand Kumar Sai,STARRED,1
3557,228Part2,Shri Nand Kumar Sai,UNSTARRED,20
3558,228Part2,Shri Narendra Kumar Kashyap,STARRED,5
3559,228Part2,Shri Narendra Kumar Kashyap,UNSTARRED,17
3560,228Part2,Shri Naresh Agrawal,STARRED,2
3561,228Part2,Shri Naresh Agrawal,UNSTARRED,18
3562,228Part2,Shri Naresh Gujral,UNSTARRED,5
3563,228Part2,Shri Om Prakash Mathur,STARRED,3
3564,228Part2,Shri Om Prakash Mathur,UNSTARRED,12
3565,228Part2,Shri P. Bhattacharya,STARRED,2
3566,228Part2,Shri P. Bhattacharya,UNSTARRED,9
3567,228Part2,Shri P. Kannan,UNSTARRED,2
3568,228Part2,Shri P. Rajeeve,STARRED,2
3569,228Part2,Shri P. Rajeeve,UNSTARRED,8
3570,228Part2,Shri Palvai Govardhan Reddy,STARRED,1
3571,228Part2,Shri Palvai Govardhan Reddy,UNSTARRED,20
3572,228Part2,Shri Pankaj Bora,STARRED,1
3573,228Part2,Shri Pankaj Bora,UNSTARRED,17
3574,228Part2,Shri Parimal Nathwani,UNSTARRED,21
3575,228Part2,Shri Parshottam Rupala,STARRED,2
3576,228Part2,Shri Parshottam Rupala,UNSTARRED,10
3577,228Part2,Shri Parvez Hashmi,UNSTARRED,1
3578,228Part2,Shri Piyush Goyal,STARRED,4
3579,228Part2,Shri Piyush Goyal,UNSTARRED,13
3580,228Part2,Shri Prabhat Jha,STARRED,4
3581,228Part2,Shri Prabhat Jha,UNSTARRED,18
3582,228Part2,Shri Prakash Javadekar,STARRED,2
3583,228Part2,Shri Prakash Javadekar,UNSTARRED,15
3584,228Part2,Shri Rajeev Chandrasekhar,STARRED,4
3585,228Part2,Shri Rajeev Chandrasekhar,UNSTARRED,22
3586,228Part2,Shri Rajiv Pratap Rudy,STARRED,1
3587,228Part2,Shri Rajiv Pratap Rudy,UNSTARRED,2
3588,228Part2,Shri Rajkumar Dhoot,STARRED,2
3589,228Part2,Shri Rajkumar Dhoot,UNSTARRED,18
3590,228Part2,Shri Ram Jethmalani,UNSTARRED,13
3591,228Part2,Shri Ram Kripal Yadav,STARRED,3
3592,228Part2,Shri Ram Kripal Yadav,UNSTARRED,14
3593,228Part2,Shri Ravi Shankar Prasad,STARRED,3
3594,228Part2,Shri Ravi Shankar Prasad,UNSTARRED,20
3595,228Part2,Shri S. Thangavelu,STARRED,5
3596,228Part2,Shri S. Thangavelu,UNSTARRED,20
3597,228Part2,Shri Salim Ansari,STARRED,2
3598,228Part2,Shri Salim Ansari,UNSTARRED,8
3599,228Part2,Shri Sanjay Raut,STARRED,1
3600,228Part2,Shri Sanjay Raut,UNSTARRED,16
3601,228Part2,Shri Shadi Lal Batra,UNSTARRED,10
3602,228Part2,Shri Shivpratap Singh,UNSTARRED,10
3603,228Part2,Shri Sukhendu Sekhar Roy,STARRED,2
3604,228Part2,Shri Sukhendu Sekhar Roy,UNSTARRED,4
3605,228Part2,Shri T.K. Rangarajan,UNSTARRED,7
3606,228Part2,Shri Tapan Kumar Sen,STARRED,1
3607,228Part2,Shri Tapan Kumar Sen,UNSTARRED,5
3608,228Part2,Shri Tarun Vijay,STARRED,2
3609,228Part2,Shri Tarun Vijay,UNSTARRED,15
3610,228Part2,Shri Thaawar Chand Gehlot,STARRED,2
3611,228Part2,Shri Thaawar Chand Gehlot,UNSTARRED,14
3612,228Part2,Shri V. Hanumantha Rao,UNSTARRED,2
3613,228Part2,Shri V.P. Singh Badnore,UNSTARRED,1
3614,228Part2,Shri Vijay Jawaharlal Darda,STARRED,4
3615,228Part2,Shri Vijay Jawaharlal Darda,UNSTARRED,16
3616,228Part2,Shri Vinay Katiyar,UNSTARRED,2
3617,228Part2,Shri Vivek Gupta,UNSTARRED,14
3618,228Part2,Shri Y. S. Chowdary,STARRED,2
3619,228Part2,Shri Y. S. Chowdary,UNSTARRED,17
3620,228Part2,Smt. Ambika Soni,STARRED,2
3621,228Part2,Smt. Ambika Soni,UNSTARRED,8
3622,228Part2,Smt. Bimla Kashyap Sood,STARRED,1
3623,228Part2,Smt. Bimla Kashyap Sood,UNSTARRED,9
3624,228Part2,Smt. Gundu Sudharani,STARRED,3
3625,228Part2,Smt. Gundu Sudharani,UNSTARRED,9
3626,228Part2,Smt. Jaya Bachchan,UNSTARRED,19
3627,228Part2,Smt. Jharna Das Baidya,STARRED,1
3628,228Part2,Smt. Jharna Das Baidya,UNSTARRED,11
3629,228Part2,Smt. Kanimozhi,STARRED,1
3630,228Part2,Smt. Kanimozhi,UNSTARRED,8
3631,228Part2,Smt. Kusum Rai,STARRED,2
3632,228Part2,Smt. Kusum Rai,UNSTARRED,13
3633,228Part2,Smt. Naznin Faruque,STARRED,2
3634,228Part2,Smt. Naznin Faruque,UNSTARRED,12
3635,228Part2,Smt. Smriti Zubin Irani,STARRED,1
3636,228Part2,Smt. Smriti Zubin Irani,UNSTARRED,14
3637,228Part2,Smt. Vandana Chavan,STARRED,1
3638,229,Chaudhary Munvvar Saleem,STARRED,1
3639,229,Chaudhary Munvvar Saleem,UNSTARRED,1
3640,229,DR. GYAN PRAKASH PILANIA,STARRED,5
3641,229,DR. GYAN PRAKASH PILANIA,UNSTARRED,22
3642,229,DR. JANARDHAN WAGHMARE,STARRED,2
3643,229,DR. JANARDHAN WAGHMARE,UNSTARRED,26
3644,229,DR. PRABHA THAKUR,STARRED,2
3645,229,DR. PRABHA THAKUR,UNSTARRED,23
3646,229,DR. RAM PRAKASH,STARRED,1
3647,229,DR. RAM PRAKASH,UNSTARRED,6
3648,229,DR. YOGENDRA P. TRIVEDI,STARRED,3
3649,229,DR. YOGENDRA P. TRIVEDI,UNSTARRED,16
3650,229,Dr. Anil Kumar Sahani,UNSTARRED,8
3651,229,Dr. Bhalchandra Mungekar,STARRED,3
3652,229,Dr. Bhalchandra Mungekar,UNSTARRED,10
3653,229,Dr. Bhushan Lal Jangde,UNSTARRED,7
3654,229,Dr. Chandan Mitra,STARRED,4
3655,229,Dr. Chandan Mitra,UNSTARRED,28
3656,229,Dr. K.P. Ramalingam,STARRED,4
3657,229,Dr. K.P. Ramalingam,UNSTARRED,28
3658,229,Dr. K.V.P. Ramachandra Rao,STARRED,2
3659,229,Dr. K.V.P. Ramachandra Rao,UNSTARRED,4
3660,229,Dr. Kanwar Deep Singh,STARRED,4
3661,229,Dr. Kanwar Deep Singh,UNSTARRED,20
3662,229,Dr. Mahendra Prasad,UNSTARRED,1
3663,229,Dr. Najma A. Heptulla,STARRED,3
3664,229,Dr. Najma A. Heptulla,UNSTARRED,13
3665,229,Dr. Prabhakar Kore,STARRED,1
3666,229,Dr. Prabhakar Kore,UNSTARRED,20
3667,229,Dr. Pradeep Kumar Balmuchu,STARRED,5
3668,229,Dr. Pradeep Kumar Balmuchu,UNSTARRED,27
3669,229,Dr. T. Subbarami Reddy,STARRED,6
3670,229,Dr. T. Subbarami Reddy,UNSTARRED,32
3671,229,Dr. T.N. Seema,STARRED,3
3672,229,Dr. T.N. Seema,UNSTARRED,29
3673,229,Dr. V. Maitreyan,STARRED,3
3674,229,Dr. V. Maitreyan,UNSTARRED,13
3675,229,Dr. Vijay Mallya,STARRED,3
3676,229,Dr. Vijay Mallya,UNSTARRED,12
3677,229,Dr. Vijaylaxmi Sadho,STARRED,1
3678,229,Dr. Vijaylaxmi Sadho,UNSTARRED,15
3679,229,PROF. ALKA BALRAM KSHATRIYA,STARRED,1
3680,229,PROF. ALKA BALRAM KSHATRIYA,UNSTARRED,5
3681,229,Prof. Mrinal Miri,UNSTARRED,1
3682,229,Prof. Saif-ud-Din Soz,UNSTARRED,6
3683,229,SHRI A.A. JINNAH,STARRED,4
3684,229,SHRI A.A. JINNAH,UNSTARRED,24
3685,229,SHRI BHAGAT SINGH KOSHYARI,STARRED,1
3686,229,SHRI BHAGAT SINGH KOSHYARI,UNSTARRED,23
3687,229,SHRI BHARATKUMAR RAUT,STARRED,1
3688,229,SHRI BHARATKUMAR RAUT,UNSTARRED,8
3689,229,SHRI BHARATSINH PRABHATSINH PARMAR,STARRED,1
3690,229,SHRI BHARATSINH PRABHATSINH PARMAR,UNSTARRED,6
3691,229,SHRI BIRENDRA PRASAD BAISHYA,UNSTARRED,16
3692,229,SHRI FAGGAN SINGH KULASTE,STARRED,3
3693,229,SHRI FAGGAN SINGH KULASTE,UNSTARRED,12
3694,229,SHRI ISAM SINGH,UNSTARRED,1
3695,229,SHRI ISHWAR SINGH,STARRED,1
3696,229,SHRI ISHWAR SINGH,UNSTARRED,29
3697,229,SHRI JAI PRAKASH NARAYAN SINGH,STARRED,2
3698,229,SHRI JAI PRAKASH NARAYAN SINGH,UNSTARRED,10
3699,229,SHRI KANWAR DEEP SHARMA,STARRED,1
3700,229,SHRI KANWAR DEEP SHARMA,UNSTARRED,1
3701,229,SHRI N. BALAGANGA,STARRED,1
3702,229,SHRI N. BALAGANGA,UNSTARRED,24
3703,229,SHRI N.K. SINGH,STARRED,5
3704,229,SHRI N.K. SINGH,UNSTARRED,28
3705,229,SHRI NANDI YELLAIAH,STARRED,1
3706,229,SHRI NANDI YELLAIAH,UNSTARRED,6
3707,229,SHRI NATUJI HALAJI THAKOR,STARRED,2
3708,229,SHRI NATUJI HALAJI THAKOR,UNSTARRED,21
3709,229,SHRI PRASANTA CHATTERJEE,UNSTARRED,7
3710,229,SHRI RABINARAYAN MOHAPATRA:,STARRED,1
3711,229,SHRI RABINARAYAN MOHAPATRA:,UNSTARRED,3
3712,229,SHRI RAGHUNANDAN SHARMA,UNSTARRED,13
3713,229,SHRI RAJIV CHANDRASEKHAR,STARRED,1
3714,229,SHRI RAJIV CHANDRASEKHAR,UNSTARRED,5
3715,229,SHRI RAM VILAS PASWAN,STARRED,2
3716,229,SHRI RAM VILAS PASWAN,UNSTARRED,15
3717,229,SHRI RAMA CHANDRA KHUNTIA,STARRED,4
3718,229,SHRI RAMA CHANDRA KHUNTIA,UNSTARRED,31
3719,229,SHRI RASHEED MASOOD,STARRED,1
3720,229,SHRI RASHEED MASOOD,UNSTARRED,27
3721,229,SHRI SABIR ALI,STARRED,4
3722,229,SHRI SABIR ALI,UNSTARRED,13
3723,229,SHRI SHANTA KUMAR,UNSTARRED,1
3724,229,SHRI SHASHI BHUSAN BEHERA,UNSTARRED,4
3725,229,SHRI SHIVANAND TIWARI,UNSTARRED,2
3726,229,SHRI SHYAMAL CHAKRABORTY,STARRED,1
3727,229,SHRI SHYAMAL CHAKRABORTY,UNSTARRED,8
3728,229,SHRI T.M. SELVAGANAPATHI,STARRED,5
3729,229,SHRI T.M. SELVAGANAPATHI,UNSTARRED,17
3730,229,SHRI VASANTHI STANLEY,STARRED,1
3731,229,SHRI VASANTHI STANLEY,UNSTARRED,15
3732,229,SHRIMATI MAYA SINGH,STARRED,3
3733,229,SHRIMATI MAYA SINGH,UNSTARRED,21
3734,229,SHRIMATI RENUBALA PRADHAN,STARRED,2
3735,229,SHRIMATI RENUBALA PRADHAN,UNSTARRED,8
3736,229,SHRIMATI T. RATNA BAI,STARRED,2
3737,229,SHRIMATI T. RATNA BAI,UNSTARRED,27
3738,229,Sardar Balwinder Singh Bhunder,STARRED,4
3739,229,Sardar Balwinder Singh Bhunder,UNSTARRED,15
3740,229,Sardar Sukhdev Singh Dhindsa,STARRED,4
3741,229,Sardar Sukhdev Singh Dhindsa,UNSTARRED,19
3742,229,Shri A. W. Rabi Bernard,UNSTARRED,10
3743,229,Shri A.V. Swamy,STARRED,2
3744,229,Shri A.V. Swamy,UNSTARRED,7
3745,229,Shri Aayanur Manjunatha,STARRED,3
3746,229,Shri Aayanur Manjunatha,UNSTARRED,31
3747,229,Shri Ajay Sancheti,UNSTARRED,14
3748,229,Shri Ali Anwar Ansari,STARRED,1
3749,229,Shri Ali Anwar Ansari,UNSTARRED,3
3750,229,Shri Alok Tiwari,STARRED,4
3751,229,Shri Alok Tiwari,UNSTARRED,20
3752,229,Shri Ambeth Rajan,STARRED,1
3753,229,Shri Ambeth Rajan,UNSTARRED,28
3754,229,Shri Anil Desai,STARRED,2
3755,229,Shri Anil Desai,UNSTARRED,10
3756,229,Shri Anil Madhav Dave,STARRED,1
3757,229,Shri Anil Madhav Dave,UNSTARRED,2
3758,229,Shri Arvind Kumar Singh,STARRED,2
3759,229,Shri Arvind Kumar Singh,UNSTARRED,16
3760,229,Shri Ashk Ali Tak,STARRED,4
3761,229,Shri Ashk Ali Tak,UNSTARRED,23
3762,229,Shri Avinash Pande,UNSTARRED,4
3763,229,Shri Avinash Rai Khanna,STARRED,3
3764,229,Shri Avinash Rai Khanna,UNSTARRED,24
3765,229,Shri Avtar Singh Karimpuri,UNSTARRED,9
3766,229,Shri Baishnab Parida,STARRED,2
3767,229,Shri Baishnab Parida,UNSTARRED,20
3768,229,Shri Basawaraj Patil,STARRED,1
3769,229,Shri Basawaraj Patil,UNSTARRED,5
3770,229,Shri Bashistha Narain Singh,UNSTARRED,1
3771,229,Shri Bhubaneswar Kalita,STARRED,2
3772,229,Shri Bhubaneswar Kalita,UNSTARRED,5
3773,229,Shri Biswajit Daimary,UNSTARRED,4
